OTU ID	Taxonomy	WINDMILL_farm-Control	WINDMILL_farm-Drought	Castle_Field_West_W-Control	Castle_Field_West_W-Drought	Jemma_6-Control	Jemma_6-Drought	Jemma_9-Control	Jemma_9-Drought	Lardon Chase-Control	Lardon Chase-Drought	taxon	guid	mbNumber	taxonomicLevel	trophicMode	guild	confidenceRanking	growthForm	trait	notes	citationSource
396a00580e77596ab5f3d262b88502e1	k_Fungi;p_Ascomycota;c_Leotiomycetes;o_Helotiales;f_Helotiales_fam_Incertae_sedis	40	49	0	0	0	13	13	0	0	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
398d0d9d28a36fe976c640ee40438c8c	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Bionectriaceae;g_Lasionectria	9	32	15	24	28	85	22	0	32	5	Lasionectria	1CB1C846-36B9-11D5-9548-00D0592D548C	2652	13	Saprotroph	|Plant Saprotroph|-Undefined Saprotroph	Probable	Microfungus	NULL	As litter_saprotroph (Põlme et al. 2020); Decay leaf, fruit, seed (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
3a055208ac02108a4c7f5591eefc0172	k_Fungi;p_Ascomycota;c_Leotiomycetes;o_Helotiales;f_Pleuroascaceae;g_Pleuroascaceae_gen_Incertae_sedis	0	8	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3af899f04166e1525cf3588978e1fa90	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Psathyrellaceae;g_Coprinopsis	12	3	23	8	25	13	0	5	16	30	Coprinopsis	C8B57750-1A88-451D-8715-9B9574504389	17366	13	 Saprotroph	|Undefined Saprotroph|	Probable	Agaricoid	NULL	As soil_saprotroph (Põlme et al. 2020); Decay soil (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
3b24ec65a28a597379bcd04062fb0f8e	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Venturiales;f_Venturiaceae	0	0	0	44	0	0	0	0	0	0	Venturiaceae	1CB1CDFC-36B9-11D5-9548-00D0592D548C	81516	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Mostly endophytes and weak parasites of aerial plant parts, including bark and wood, leaf and fruit tissue; rarely biotrophic. Little is known except for the important pathogens (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
3ccef7fce5b2e646b4670e966a0609ef	k_Fungi;p_Ascomycota;c_Pezizomycotina_cls_Incertae_sedis;o_Pezizomycotina_ord_Incertae_sedis;f_Pezizomycotina_fam_Incertae_sedis;g_Hormiactis	35	0	0	76	30	16	51	14	22	0	Hormiactis	939FBE79-2062-49CB-A9AC-7B3E3AC48F2B	8546	13	Pathotroph	|Fungal Parasite|	Highly Probable	Microfungus	NULL	As mycoparasite (Põlme et al. 2020); Decay fungal material (Põlme et al. 2020)	Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); List compiled by John Plischke III ((https://goodmushroom.weebly.com/uploads/5/7/1/7/57176535/fungi_on_fungi_pdf_lq.pdf))
3cfe605fc47c8b8d471164a860ebebb3	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Tremellodendropsidales;f_Tremellodendropsidaceae;g_Tremellodendropsis	0	0	105	25	0	107	57	0	0	0	Tremellodendropsis	1CB1A7FA-36B9-11D5-9548-00D0592D548C	18670	13	Saprotroph-Symbiotroph	|Ectomycorrhizal|-Undefined Saprotroph	Probable	Clavarioid	NULL	As soil_saprotroph (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
3d11630535cf482f51c26d45a896c425	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Glomerellales;f_Reticulascaceae;g_Reticulascus	26	0	0	0	0	0	0	0	0	0	Reticulascus	B0707E5F-18C0-4A63-B1FB-7FB6D89455BC	515436	13	Saprotroph	|Wood Saprotroph|	Probable	Microfungus	NULL	Decay wood (Põlme et al. 2020)	Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
3d38c23310a3cc83b0df366051f280eb	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Cordycipitaceae;g_Samsoniella	0	12	0	0	0	0	0	0	0	0	Samsoniella	E5FA25C0-7405-4F35-B18B-CA1352876548	823784	13	Pathotroph-Saprotroph	|Animal Parasite|-Undefined Saprotroph	Probable	Microfungus	NULL	As animal_decomposer (Põlme et al. 2020); Decay animal material (Põlme et al. 2020)	Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
3d3f34b43942f5140a7a12f0c5de1ebd	k_Fungi;p_Basidiomycota;c_Microbotryomycetes	0	0	13	0	0	0	0	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3db18e19b16ef8e429768437e38bc80a	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Clavariaceae;g_Clavariaceae_gen_Incertae_sedis	10	7	47	27	46	32	13	20	11	0	Clavariaceae	1CB18368-36B9-11D5-9548-00D0592D548C	80606	9	Saprotroph-Symbiotroph	Lichenized-Undefined Saprotroph	Probable	Clavarioid	NULL	Most species are presumed saprobic on the ground or rotten wood, but many Multiclavula species are lichenized with green algae (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
3df42c7cb918c98d532812b4aacdeaff	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Hypocreaceae;g_Kiflimonium	48	21	0	0	0	0	0	0	0	0	Kiflimonium	2D4049C0-ADB4-4917-B430-290FB14F551D	826819	13	Saprotroph	|Undefined Saprotroph|	Probable	Microfungus	NULL	As soil_saprotroph (Põlme et al. 2020); Decay soil (Põlme et al. 2020)	Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
3e28c62b2072bdd0c5d66ba4da75f4ca	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Phaeosphaeriaceae;g_Leptospora	0	0	0	0	4	0	0	0	0	0	Leptospora	1B8C621B-C739-4F5B-97F8-F44B35BA3012	2803	13	Saprotroph	|Plant Saprotroph|	Probable	Microfungus	NULL	As litter_saprotroph (Põlme et al. 2020); Decay leaf, fruit, seed (Põlme et al. 2020)	Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
3e8641588ed3c7dfdb35adc5d0ff1ebf	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Savoryellales;f_Savoryellaceae;g_Savoryella	0	0	27	0	0	1	0	0	0	0	Savoryella	39EF232E-9DDD-475F-843D-64636EB80A8A	4870	13	Saprotroph	Undefined Saprotroph-|Wood Saprotroph|	Probable	Microfungus	NULL	Decay wood (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
3ede0f0ff670b26f1dac691ff15c7e53	k_Fungi;p_Glomeromycota;c_Paraglomeromycetes;o_Paraglomerales;f_Paraglomeraceae;g_Paraglomus	11	27	0	0	0	0	0	0	0	0	Paraglomus	E39AD5AD-473E-4DAF-9331-2449AF481F4A	28458	13	Symbiotroph	|Arbuscular Mycorrhizal|-Endophyte	Highly Probable	Microfungus	NULL	As root_endophyte (Põlme et al. 2020)	Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
3f26940e86c7e03164936b6408e7564b	k_Fungi;p_Olpidiomycota;c_Olpidiomycota_cls_Incertae_sedis;o_Olpidiomycota_ord_Incertae_sedis;f_Olpidiomycota_fam_Incertae_sedis;g_Olpidiomycota_gen_Incertae_sedis	5	3	0	0	6	0	0	0	52	189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
3fefda947b457ac51f87dddc0883a5cf	k_Fungi;p_Basidiomycota;c_Ustilaginomycetes;o_Ustilaginales;f_Ustilaginaceae;g_Pseudozyma	0	5	0	0	0	0	0	0	0	0	Pseudozyma	DB5D49BE-9B43-4DDA-B225-7D1DBB0705B5	25732	13	Pathotroph-Symbiotroph	Endophyte-|Epiphyte|-Fungal Parasite	Probable	Yeast	NULL	As foliar_endophyte (Põlme et al. 2020); As mycoparasite (Põlme et al. 2020); Decay leaf, fruit, seed, fungal material (Põlme et al. 2020)	Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
401414b16e0b366c0bc0474e5a53cd51	k_Fungi;p_Ascomycota;c_Pezizomycetes;o_Pezizales;f_Pezizaceae;g_Pezizaceae_gen_Incertae_sedis	0	19	0	0	0	0	0	0	0	0	Pezizaceae	1CB1CD8D-36B9-11D5-9548-00D0592D548C	81134	9	Saprotroph-Symbiotroph	Dung Saprotroph-Ectomycorrhizal-Litter Saprotroph-Undefined Saprotroph	Possible	Pezizoid	NULL	Saprobic or ectomycorrhizal, on or in soil, leafmould etc., some species associated with dung or fire sites (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
401666a33bf85775a6dc405271d9df79	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Trechisporales;f_Hydnodontaceae;g_Trechispora	39	12	248	0	9	105	42	47	44	26	Trechispora	1CB1CC1A-36B9-11D5-9548-00D0592D548C	18664	13	Saprotroph	|Wood Saprotroph|	Highly Probable	Corticioid	White Rot	As white_rot (Põlme et al. 2020); Decay wood (Põlme et al. 2020)	Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060); Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as Uncertain); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (as not ECM).; Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
404f7f67ff9534ff2cbd94fabfc89388	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Microascales;f_Microascaceae;g_Acaulium	0	0	71	0	0	0	0	0	0	0	Acaulium	137C3D74-6B5C-4F2E-8B7C-CF268479B585	7011	13	Pathotroph-Saprotroph	|Animal Parasite|-Animal Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	As animal_decomposer (Põlme et al. 2020); Decay animal material (Põlme et al. 2020); Pathogenic to humans (Sandoval-Denis et al. 2016)	Sandoval-Denis M, et al. 2016. Studies in Mycology 83:193-233 ((http://doi.org/10.1016/j.simyco.2016.07.002)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
4144b687fe537fcb6f20b9753fd32a3c	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Agaricales;f_Psathyrellaceae;g_Parasola	0	0	0	5	0	0	0	0	0	0	Parasola	03E175B8-B742-48B8-8B41-21E2FEEF9159	28505	13	Saprotroph	|Undefined Saprotroph|	Probable	Agaricoid	NULL	As soil_saprotroph (Põlme et al. 2020); Decay soil (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
414810e8176c82a94ac0adb4ed09dfa2	k_Fungi;p_Kickxellomycota;c_Kickxellomycota_cls_Incertae_sedis;o_Kickxellomycota_ord_Incertae_sedis;f_Kickxellomycota_fam_Incertae_sedis;g_Kickxellomycota_gen_Incertae_sedis	20	12	7	18	29	28	58	11	9	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
42360b30b79c2c6f359d91c7129c5e4f	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Phomatosporales;f_Phomatosporaceae;g_Phomatospora	8	0	0	0	0	2	0	0	15	27	Phomatospora	1CB1CA05-36B9-11D5-9548-00D0592D548C	4015	13	Saprotroph	Dung Saprotroph-Plant Saprotroph-|Wood Saprotroph|	Highly Probable	Microfungus	NULL	As litter_saprotroph (Põlme et al. 2020); Decay wood, leaf, fruit, seed (Põlme et al. 2020)	Richardson MJ. 1972. Transactions of the British Mycological Society 58:37-48 ((https://doi.org/10.1016/S0007-1536(72)80069-X)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
424f23aabccca787e6b97ac42bbe847b	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Phaeosphaeriaceae;g_Ophiosphaerella	7	18	0	0	0	2	0	0	0	0	Ophiosphaerella	1CB1C994-36B9-11D5-9548-00D0592D548C	3612	13	Pathotroph-Saprotroph	|Plant Pathogen|-Plant Saprotroph-Undefined Saprotroph	Probable	Microfungus	NULL	As litter_saprotroph (Põlme et al. 2020); Decay leaf, fruit, seed (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
429dd3f6b4a202c4ab902ac6a35add32	k_Fungi;p_Basidiomycota;c_Agaricomycetes;o_Sebacinales;f_Serendipitaceae;g_Serendipita	0	3	19	18	98	8	51	71	0	0	Serendipita	9597D21B-8566-4B87-B888-F7D578F17392	22442	13	Saprotroph-Symbiotroph	Ectomycorrhizal-|Endophyte|-Ericoid Mycorrhizal-Orchid Mycorrhizal-Undefined Saprotroph	Highly Probable	Microfungus	NULL	As root_endophyte (Põlme et al. 2020); As soil_saprotroph (Põlme et al. 2020); Decay soil (Põlme et al. 2020)	Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); Weiß M, et al. 2016. New Phytologist 211:20-40 ((https://doi.org/10.1111/nph.13977)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
43509f0756dedeafa4648c57cbbb61d3	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Chaetomiaceae;g_Staphylotrichum	34	19	52	15	889	1265	86	33	663	578	Staphylotrichum	1CB1A5B1-36B9-11D5-9548-00D0592D548C	10065	13	Saprotroph	|Undefined Saprotroph|	Probable	Microfungus	NULL	As soil_saprotroph (Põlme et al. 2020); Decay soil (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
4360403cd3e59f847933844e89565fb8	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Bionectriaceae;g_Clonostachys	524	524	432	638	308	176	199	223	295	178	Clonostachys	1CB1C65E-36B9-11D5-9548-00D0592D548C	7701	13	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph-|Wood Saprotroph|	Probable	Microfungus	NULL	As litter_saprotroph (Põlme et al. 2020); As mycoparasite (Põlme et al. 2020); Decay wood, leaf, fruit, seed, fungal material, animal material (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
43a95e01a5c67f3480668bd5c2851c34	k_Fungi;p_Ascomycota;c_Pezizomycetes;o_Pezizomycetes_ord_Incertae_sedis;f_Pezizomycetes_fam_Incertae_sedis;g_Pezizomycetes_gen_Incertae_sedis	5	0	7	16	0	2	5	0	23	57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
43ace94b20b345c5182b74e5c996c868	k_Fungi;p_Ascomycota;c_Leotiomycetes;o_Helotiales;f_Helotiaceae;g_Cyathicula	11	28	0	0	0	0	0	0	0	0	Cyathicula	1CB185E1-36B9-11D5-9548-00D0592D548C	1367	13	Saprotroph	|Plant Saprotroph|-Undefined Saprotroph	Probable	Microfungus	NULL	As litter_saprotroph (Põlme et al. 2020); Decay leaf, fruit, seed (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
44a93008a3806b97401571ae0da5b67e	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Xenospadicoidales;f_Xenospadicoidaceae;g_Lentomitella	0	3	0	0	0	0	0	0	0	0	Lentomitella	DB37F97F-8CBA-4E68-965D-CA482B17B939	2736	13	Saprotroph	Undefined Saprotroph-|Wood Saprotroph|	Probable	Microfungus	NULL	Decay wood (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
45e9fdc33334041c5e574872704db2a0	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Cordycipitaceae;g_Cordycipitaceae_gen_Incertae_sedis	0	19	0	0	0	29	0	46	162	126	Hypocreales	1CB18E60-36B9-11D5-9548-00D0592D548C	90477	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158 ((https://doi.org/10.1111/nph.13426))
47246015557c29383928ec3a275f1158	k_Fungi;p_Chytridiomycota;c_Cladochytriomycetes;o_Cladochytriales;f_Cladochytriales_fam_Incertae_sedis;g_Cladochytriales_gen_Incertae_sedis	0	1	0	6	3	4	11	0	9	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
473cfc468e13e14b16af225607c5beae	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Sordariales;f_Sordariaceae;g_Sordaria	0	10	0	0	0	0	0	0	0	0	Sordaria	1CB1CB79-36B9-11D5-9548-00D0592D548C	5061	13	Pathotroph-Saprotroph	|Dung Saprotroph|-Plant Pathogen-Wood Saprotroph	Probable	Microfungus	Soft Rot	Decay dung (Põlme et al. 2020)	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany ((https://www.irg-wp.com/irgdocs/details.php?d6493033-c9ea-40f3-8e3e-5697f32d640d)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
4807055b51e7e5d9639d7e1650af8c0e	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Bionectriaceae;g_Acremonium	12	56	32	41	93	349	20	330	50	833	Acremonium	1CB17C40-36B9-11D5-9548-00D0592D548C	7028	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Fungal Parasite-Plant Pathogen-|Undefined Saprotroph|-Wood Saprotroph	Possible	Microfungus	Soft Rot	As foliar_endophyte (Põlme et al. 2020); culture (Hanada et al. 2010, Del Olmo; Decay leaf, fruit, seed, soil, dung, animal material (Põlme et al. 2020); Endophyte detection method; Ruiz & Arnold 2014); Likely opportunistic human pathogen (Irinyi et al. 2015)	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Worrall JJ, et al. 1997. Mycologia 89:199-219 ((https://doi.org/10.2307/3761073)); Hanada RE, et al. 2010. Fungal Biology 114:901-910 ((https://doi.org/10.1016/j.funbio.2010.08.006)); Del Olmo-Ruiz M, Arnold AE. 2014. Mycologia 106:8-21 ((https://doi.org/10.3852/13-098)); Irinyi L, et al. 2015. Medical Mycology 53313-337 ((https://doi.org/10.1093/mmy/myv008)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
4878cc14b6e1651ba06523a670e4fd3c	k_Fungi;p_Basidiomycota;c_Cystobasidiomycetes;o_Cystobasidiales;f_Cystobasidiaceae;g_Occultifur	0	0	1	0	0	0	0	0	0	0	Occultifur	1A8A7E3F-6878-411D-9C75-EA97A6CC1362	25570	13	Pathotroph-Saprotroph	|Fungal Parasite|-Plant Saprotroph-Undefined Saprotroph	Probable	Dimorphic-Yeast	NULL	As litter_saprotroph (Põlme et al. 2020); As mycoparasite (Põlme et al. 2020); Decay leaf, fruit, seed, fungal material (Põlme et al. 2020)	Gomes FCO, et al. 2015. Antonie van Leeuwenhoek 107:597-611 ((https://doi.org/10.1007/s10482-014-0356-4)); Khunnamwong P, et al. 2017. International Journal of Systematic and Evolutionary Microbiology 67:2628-2633 ((https://doi.org/10.1099/ijsem.0.001988)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
49666b838337ef4553cc513fa364e83f	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Phaeosphaeriaceae;g_Phaeosphaeriaceae_gen_Incertae_sedis	18	22	0	5	8	23	15	30	7	5	Phaeosphaeriaceae	1CB1CD8E-36B9-11D5-9548-00D0592D548C	81637	9	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	Probable	Microfungus	NULL	Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
4988612f0d48172c7785cec69b4f12ea	k_Fungi;p_Ascomycota;c_Leotiomycetes;o_Helotiales;f_Pezizellaceae;g_Hyalodendriella	23	35	0	0	0	0	0	0	0	0	Hyalodendriella	977453A3-35DD-4414-B9EE-6D0D54B76763	504435	13	Saprotroph	Undefined Saprotroph-|Wood Saprotroph|	Probable	Microfungus	NULL	Decay: wood (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
49ab3e593ec0955a91f66cfecb6819c5	k_Fungi;p_Ascomycota;c_Dothideomycetes;o_Pleosporales;f_Periconiaceae;g_Periconia	13	7	0	0	0	7	0	0	191	201	Periconia	1CB197FE-36B9-11D5-9548-00D0592D548C	9263	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-|Plant Pathogen|-Wood Saprotroph	Possible	Microfungus	Soft Rot	 Asteraceae, Musaceae (Costa et al. 2012); As foliar_endophyte (Põlme et al. 2020); Dark Septate Endophyte, known from plant roots (Mandyam et al. 2010); Endophyte Host ; Decay leaf, fruit, seed (Põlme et al. 2020)	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645 ((https://doi.org/10.2307/3757045)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2)); Mandyam K, et al. 2012. Mycorrhiza 22:109-119 ((https://doi.org/10.1007/s00572-011-0386-y)); Knapp DG, et al. 2012. PLOS ONE 7:e32570 (( https://doi.org/10.1371/journal.pone.0032570)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
49b117a955ac6a4193c6414d74157b51	k_Fungi;p_Glomeromycota;c_Glomeromycetes;o_Glomerales;f_Glomeraceae;g_Rhizophagus	30	19	44	45	0	11	0	0	25	0	Rhizophagus	1CB1CAF7-36B9-11D5-9548-00D0592D548C	20482	13	Symbiotroph	|Arbuscular Mycorrhizal|-Endophyte	Highly Probable	Microfungus	NULL	As root_endophyte (Põlme et al. 2020)	Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
4b5cfbc96c425acc45b6ce7077cff72b	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Hypocreales_fam_Incertae_sedis;g_Stanjemonium	12	0	0	6	62	100	0	0	7	16	Stanjemonium	2EFE18EE-B569-40A0-8586-401B7FD50A88	27934	13	Saprotroph	|Undefined Saprotroph|	Probable	Microfungus	NULL	As soil_saprotroph (Põlme et al. 2020); Decay soil (Põlme et al. 2020)	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
4b6e73a45e956a58bc4e7694e56a2a0a	k_Fungi;p_Basidiomycota;c_Cystobasidiomycetes;o_Sakaguchiales;f_Sakaguchiaceae;g_Sakaguchia	0	26	0	0	0	0	7	0	0	4	Sakaguchia	78B76C57-4B39-43FD-8F52-CBAD57CDB7C2	27292	13	Saprotroph	|Undefined Saprotroph|	Probable	Dimorphic-Yeast	NULL	Isolated from marine samples (Fell et al. 1973; Rhodosporidium dacryoideum)	Fell JW, et al. 1973. Canadian Journal of Microbiology 19:643-657 ((https://doi.org/10.1139/m73-106)); Yamada Y, et al. 1994. Bioscience, Biotechnology, and Biochemistry, 58:99-103 ((https://doi.org/10.1271/bbb.58.99)); Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
4bfe433f48f73e43b61f3fac649b3279	k_Fungi;p_Ascomycota;c_Sordariomycetes;o_Hypocreales;f_Nectriaceae;g_Fusicolla	94	76	716	720	162	102	197	189	538	349	Fusicolla	F68C7C54-5585-4822-87D3-F52E5D2D2D80	8294	13	Pathotroph	|Fungal Parasite|	Probable	Microfungus	NULL	As mycoparasite (Põlme et al. 2020); Decay fungal material (Põlme et al. 2020)	Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
